date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:52:16	574839/574839	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Sep%202025%2020:52:35%20GMT	https://weepink.me/cdn/shop/files/156594-1200-auto_1024x.png?v=1757380241	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/156594-1200-auto_1024xf228.png	(from https://weepink.me/)
17:52:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:39%20GMT	http://weepink.me/cdn/shop/files/156609-1200-auto_1024x.png?v=1757380344	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/156609-1200-auto_1024x7a95.png	(from https://weepink.me/)
17:52:18	572663/572663	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Sep%202025%2001:16:06%20GMT	https://weepink.me/cdn/shop/files/156599-1200-auto_4112b597-5252-464a-902e-6274b72cd5d9_1024x.png?v=1757380266	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/156599-1200-auto_4112b597-5252-464a-902e-6274b72cd5d9_1024xf267.png	(from https://weepink.me/)
17:52:19	666212/666212	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Sep%202025%2001:15:58%20GMT	https://weepink.me/cdn/shop/files/156604-1200-auto_92bb7f6a-bf5b-4a88-830b-933b5fe6de48_1024x.png?v=1757380284	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/156604-1200-auto_92bb7f6a-bf5b-4a88-830b-933b5fe6de48_1024xc933.png	(from https://weepink.me/)
17:52:20	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:42%20GMT	http://weepink.me/cdn/shop/files/156617-1200-auto_120x.png?v=1757380490	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/156617-1200-auto_120x65f0.png	(from https://weepink.me/)
17:52:21	229100/229100	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:35021e3b0fd59f83bc8af0b08698eeb3%22	https://weepink.me/products/welips-batom-liquido-matte-5ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/products/welips-batom-liquido-matte-5ml-wepink.html	(from https://weepink.me/)
17:52:21	12501/12501	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Sep%202025%2010:18:24%20GMT	https://weepink.me/cdn/shop/files/156617-1200-auto_120x.png?v=1757380490	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/156617-1200-auto_120x65f0.png	(from https://weepink.me/)
17:52:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:44%20GMT	http://weepink.me/cdn/shop/files/156594-1200-auto_120x.png?v=1757380241	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/156594-1200-auto_120xf228.png	(from https://weepink.me/)
17:52:23	654189/654189	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Sep%202025%2020:52:42%20GMT	https://weepink.me/cdn/shop/files/156609-1200-auto_1024x.png?v=1757380344	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/156609-1200-auto_1024x7a95.png	(from https://weepink.me/)
17:52:23	12646/12646	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Sep%202025%2010:18:22%20GMT	https://weepink.me/cdn/shop/files/156594-1200-auto_120x.png?v=1757380241	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/156594-1200-auto_120xf228.png	(from https://weepink.me/)
17:52:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:46%20GMT	http://weepink.me/cdn/shop/files/156599-1200-auto_4112b597-5252-464a-902e-6274b72cd5d9_120x.png?v=1757380266	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/156599-1200-auto_4112b597-5252-464a-902e-6274b72cd5d9_120xf267.png	(from https://weepink.me/)
17:52:24	12550/12550	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Sep%202025%2010:18:26%20GMT	https://weepink.me/cdn/shop/files/156599-1200-auto_4112b597-5252-464a-902e-6274b72cd5d9_120x.png?v=1757380266	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/156599-1200-auto_4112b597-5252-464a-902e-6274b72cd5d9_120xf267.png	(from https://weepink.me/)
17:52:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:47%20GMT	http://weepink.me/cdn/shop/files/156604-1200-auto_92bb7f6a-bf5b-4a88-830b-933b5fe6de48_120x.png?v=1757380284	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/156604-1200-auto_92bb7f6a-bf5b-4a88-830b-933b5fe6de48_120xc933.png	(from https://weepink.me/)
17:52:24	13008/13008	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Sep%202025%2010:18:25%20GMT	https://weepink.me/cdn/shop/files/156604-1200-auto_92bb7f6a-bf5b-4a88-830b-933b5fe6de48_120x.png?v=1757380284	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/156604-1200-auto_92bb7f6a-bf5b-4a88-830b-933b5fe6de48_120xc933.png	(from https://weepink.me/)
17:52:25	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:48%20GMT	http://weepink.me/cdn/shop/files/156609-1200-auto_120x.png?v=1757380344	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/156609-1200-auto_120x7a95.png	(from https://weepink.me/)
17:52:25	12671/12671	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Sep%202025%2011:02:59%20GMT	https://weepink.me/cdn/shop/files/156609-1200-auto_120x.png?v=1757380344	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/156609-1200-auto_120x7a95.png	(from https://weepink.me/)
17:52:26	205650/205650	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:35663375d38476a173b4e75176a049f8%22	https://weepink.me/collections/body-splash/products/body-splash-liberte-exclusif-desodorante-colonia-200ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/body-splash/products/body-splash-liberte-exclusif-desodorante-colonia-200ml-wepink.html	(from https://weepink.me/)
17:52:27	207169/207169	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:f73bf14c23c47a4114aa1a99476acb6a%22	https://weepink.me/collections/body-splash/products/body-splash-vf-golden-desodorante-colonia-200ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/body-splash/products/body-splash-vf-golden-desodorante-colonia-200ml-wepink.html	(from https://weepink.me/)
17:52:27	220402/220402	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:3c51c9e74f3443b863547951022d7cc6%22	https://weepink.me/collections/body-splash/products/kit-5-bodysplash-obsessed-exclusif-golden-life-bride-weepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/body-splash/products/kit-5-bodysplash-obsessed-exclusif-golden-life-bride-weepink.html	(from https://weepink.me/)
17:52:28	208691/208691	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:aba34061a593c78e40b493db73fdf86e%22	https://weepink.me/collections/body-splash/products/body-splash-vf-choices-desodorante-colonia-200ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/body-splash/products/body-splash-vf-choices-desodorante-colonia-200ml-wepink.html	(from https://weepink.me/)
17:52:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:51%20GMT	http://weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_154023_800x.png?v=1757357346	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_154023_800x495e.png	(from https://weepink.me/)
17:52:30	209753/209753	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:5e33e7cf7fa64a5d5955ac6dd8d6c0e9%22	https://weepink.me/collections/body-splash/products/body-splash-wonderful-desodorante-colonia-200ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/body-splash/products/body-splash-wonderful-desodorante-colonia-200ml-wepink.html	(from https://weepink.me/)
17:52:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:53%20GMT	http://weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_154023_1200x.png?v=1757357346	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_154023_1200x495e.png	(from https://weepink.me/)
17:52:30	64780/64780	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2022:11:14%20GMT	https://weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_154023_800x.png?v=1757357346	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_154023_800x495e.png	(from https://weepink.me/)
17:52:30	121474/121474	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2022:11:16%20GMT	https://weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_154023_1200x.png?v=1757357346	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_154023_1200x495e.png	(from https://weepink.me/)
17:52:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:54%20GMT	http://weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_152735_0261594f-c227-4828-8fbf-9afb65f806df_800x.png?v=1757356451	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_152735_0261594f-c227-4828-8fbf-9afb65f806df_800x9c72.png	(from https://weepink.me/)
17:52:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:56%20GMT	http://weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_154100_800x.png?v=1757356878	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_154100_800xa8ed.png	(from https://weepink.me/)
17:52:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:58%20GMT	http://weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_154517_800x.png?v=1757357131	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_154517_800xd5b3.png	(from https://weepink.me/)
17:52:36	439226/439226	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2022:11:17%20GMT	https://weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_152735_0261594f-c227-4828-8fbf-9afb65f806df_800x.png?v=1757356451	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_152735_0261594f-c227-4828-8fbf-9afb65f806df_800x9c72.png	(from https://weepink.me/)
17:52:37	562234/562234	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2022:11:19%20GMT	https://weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_154100_800x.png?v=1757356878	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_154100_800xa8ed.png	(from https://weepink.me/)
17:52:37	423436/423436	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2022:11:21%20GMT	https://weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_154517_800x.png?v=1757357131	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/Captura_de_tela_2025-09-08_154517_800xd5b3.png	(from https://weepink.me/)
17:52:37	136493/136493	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:cf81cfc8f6ebe18801cc40eaa498cefa%22	https://weepink.me/policies/privacy-policy	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/policies/privacy-policy.html	(from https://weepink.me/)
17:52:37	4614/4614	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2009%20Sep%202025%2020:53:01%20GMT	https://www.mercadopago.com/v2/security.js	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/www.mercadopago.com/v2/security.js	(from https://weepink.me/)
17:52:38	332/332	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2009%20Sep%202025%2020:53:01%20GMT	https://weepink.me/cart/clear.js?revy-request=t	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cart/clear177b.js	(from https://weepink.me/)
17:52:39	119522/119522	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:5ce38541c6c8bf2421b2d6342a228b62%22	https://weepink.me/GET	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/GET	(from https://weepink.me/)
17:52:39	118771/118771	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:ba5b2520c31773ae408a5a2c5bb4d323%22	https://weepink.me/cart/?skipCart=1	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cart/indexd176.html	(from https://weepink.me/)
17:52:40	119522/119522	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:5ce38541c6c8bf2421b2d6342a228b62%22	https://weepink.me/url	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/url	(from https://weepink.me/)
17:52:40	119522/119522	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:6f66807697b03fb6d5343bd2008a7ee8%22	https://weepink.me/window.location.href	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/window.location.href	(from https://weepink.me/)
17:52:41	71188/71188	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:11af50739d33384006cab18696a9ac65%22	https://weepink.me/collections/frontpage.atom	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage.atom	(from https://weepink.me/collections/frontpage)
17:52:42	58197/58197	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:51908cdbd92443befbc5063c9be695ba%22	https://weepink.me/collections/frontpage.oembed	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage.oembed	(from https://weepink.me/collections/frontpage)
17:52:42	119522/119522	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:46b15b3714fe25a96ddc36cfd39f0ae3%22	https://weepink.me/collections/POST	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/POST	(from https://weepink.me/collections/frontpage)
17:52:43	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2009%20Sep%202025%2020:53:06%20GMT	https://weepink.me/account/login	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/account/login	(from https://weepink.me/collections/frontpage)
17:52:44	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2009%20Sep%202025%2020:53:07%20GMT	https://weepink.me/account/login	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/account/login	(from https://weepink.me/collections/frontpage)
17:52:44	237156/237156	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:1321c2b7934c0aa91ddcc0cf32290264%22	https://weepink.me/collections/all	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/all.html	(from https://weepink.me/collections/frontpage)
17:52:45	120777/120777	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:49bd3631b1b1f47028a292806fb3fef6%22	https://weepink.me/pages/contact	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/pages/contact.html	(from https://weepink.me/collections/frontpage)
17:52:45	205635/205635	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:eed20c2068f87577d96f36511adce7cf%22	https://weepink.me/collections/frontpage/products/body-splash-liberte-exclusif-desodorante-colonia-200ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/body-splash-liberte-exclusif-desodorante-colonia-200ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:46	219891/219891	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:3a301a4d497e38fe0e679aca3f03b6e6%22	https://weepink.me/collections/frontpage/products/kit-shampoo-condicionador-proteina-booster-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/kit-shampoo-condicionador-proteina-booster-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:46	207124/207124	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:63c9e5cd8900e8bdb76cdebe81403c28%22	https://weepink.me/collections/frontpage/products/body-splash-vf-golden-desodorante-colonia-200ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/body-splash-vf-golden-desodorante-colonia-200ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:47	208499/208499	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:ba39713dc48d871bdc1d1eddf7774d13%22	https://weepink.me/collections/frontpage/products/vf-onyx-desodorante-colonia-75ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/vf-onyx-desodorante-colonia-75ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:48	204782/204782	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:7be3998fe1618bd38330d4f898d4863a%22	https://weepink.me/collections/frontpage/products/vf-golden-desodorante-colonia-75ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/vf-golden-desodorante-colonia-75ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:48	207868/207868	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:458bed5966be7df67578f83623466088%22	https://weepink.me/collections/frontpage/products/vf-bloom-desodorante-colonia-75ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/vf-bloom-desodorante-colonia-75ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:49	206896/206896	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:ad19ca1d067f0ec9e9bba3aa905280de%22	https://weepink.me/collections/frontpage/products/serum-noturno-25ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/serum-noturno-25ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:49	207442/207442	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:1d17647e64fb329d6a5897c9ec2dd28c%22	https://weepink.me/collections/frontpage/products/obsessed-desodorante-colonia-100ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/obsessed-desodorante-colonia-100ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:50	210081/210081	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:71e0155c6dae1b9c6f4a0e5c2af5bd12%22	https://weepink.me/collections/frontpage/products/liberte-exclusif-desodorante-colonia-100ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/liberte-exclusif-desodorante-colonia-100ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:50	207062/207062	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:1d40efaa305d6033f0591c764e4a6dc2%22	https://weepink.me/collections/frontpage/products/liberte-desodorante-colonia-100ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/liberte-desodorante-colonia-100ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:51	215872/215872	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:60f71c478114b5f6e86358447f998ae6%22	https://weepink.me/collections/frontpage/products/leave-in-capilar-multifuncional-120ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/leave-in-capilar-multifuncional-120ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:51	219610/219610	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:e3bb67e8b98ce02521ef786618b73d55%22	https://weepink.me/collections/frontpage/products/kit-body-splash-obsessed-exclusif-golden-life-bride-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/kit-body-splash-obsessed-exclusif-golden-life-bride-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:52	208677/208677	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:a7820b281d4831f50b99aaf606764e7b%22	https://weepink.me/collections/frontpage/products/hair-tonic-tonico-capilar-120ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/hair-tonic-tonico-capilar-120ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:52	205013/205013	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:224ed7001977eba3cc66f5a145eedad6%22	https://weepink.me/collections/frontpage/products/hair-mist-red-desodorante-capilar-50ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/hair-mist-red-desodorante-capilar-50ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:53	205299/205299	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:4661084854227ce699d40f043e59d0a3%22	https://weepink.me/collections/frontpage/products/hair-mist-obsessed-desodorante-capilar-50ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/hair-mist-obsessed-desodorante-capilar-50ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:53	209765/209765	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:7851d0555c5a6e06ba7f2f4212adc193%22	https://weepink.me/collections/frontpage/products/cleansing-wipes-lenco-umedecido-demaquilante-25-un-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/cleansing-wipes-lenco-umedecido-demaquilante-25-un-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:54	208491/208491	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:68b38502c2ca7f17e767a5279882b66f%22	https://weepink.me/collections/frontpage/products/celebrate-life-desodorante-colonia-100ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/celebrate-life-desodorante-colonia-100ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:54	205477/205477	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:15c968df26c0f5fd421ab4a155507dd0%22	https://weepink.me/collections/frontpage/products/booster-repair-oleo-capilar-30ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/booster-repair-oleo-capilar-30ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:55	210108/210108	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:cf34d8bfa92418288d38dda05c714b0d%22	https://weepink.me/collections/frontpage/products/body-splash-vf-bloom-desodorante-colonia-200ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/body-splash-vf-bloom-desodorante-colonia-200ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:55	206987/206987	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:94ed6cfc1de325e1c73d1765b212476b%22	https://weepink.me/collections/frontpage/products/body-splash-perfect-pear-desodorante-colonia-200ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/body-splash-perfect-pear-desodorante-colonia-200ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:56	211735/211735	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:62f817c674e983b0d9df45a8039936bb%22	https://weepink.me/collections/frontpage/products/body-splash-obsessed-desodorante-colonia-200ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/body-splash-obsessed-desodorante-colonia-200ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:56	205310/205310	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:8a9bac7c6b89cf59c7ef643ced2ed066%22	https://weepink.me/collections/frontpage/products/body-splash-infinity-xis-desodorante-colonia-200ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/body-splash-infinity-xis-desodorante-colonia-200ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:57	206361/206361	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:8cb0f5f3f55336c92c4ed82f7edca1f6%22	https://weepink.me/collections/frontpage/products/body-splash-infinity-desodorante-colonia-200ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage/products/body-splash-infinity-desodorante-colonia-200ml-wepink.html	(from https://weepink.me/collections/frontpage)
17:52:57	119522/119522	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:46b15b3714fe25a96ddc36cfd39f0ae3%22	https://weepink.me/collections/GET	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/GET	(from https://weepink.me/collections/frontpage)
17:52:58	119522/119522	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:46b15b3714fe25a96ddc36cfd39f0ae3%22	https://weepink.me/collections/url	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/url	(from https://weepink.me/collections/frontpage)
